Timestamp,Qual é o seu cargo atualmente?,Qual é sua senioridade?,Regime de contratação,Qual é o seu salário mensal bruto? (Informe a moeda),Qual é seu gênero?,Em qual região do Brasil você mora?,Modelo de Atuação,Trabalho remoto,Você cria ou dá manutenção em testes automatizados em seu trabalho?,Moeda,Você foi afetado pela onda de demissões em massa nos últimos 6 meses?,"Se você foi atingido pelo lay-off, o que aconteceu com seu salário ao voltar?"
12/26/23 18:10,Analista de Qualidade (QA),Júnior,CLT,4100,Masculino,Sul,Híbrido (presencial e remoto),Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:11,Engenheiro de Qualidade (QA Engineer),Pleno,CLT,7000,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:11,Analista de Testes,Pleno,CLT,5443.35,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:11,Engenheiro de Qualidade (QA Engineer),Especialista,CLT,12000,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:12,Automatizador de Testes,Júnior,CLT,3400,Feminino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:12,Gerente de Qualidade (QA Manager),Sênior,CLT,20000,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:14,Analista de Qualidade (QA),Pleno,CLT,4500,Feminino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,Não,BRL,Não,Fui atingido por lay-offs e ainda não retornei
12/26/23 18:14,Analista de Testes,Pleno,CLT,4000,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:15,Analista de Qualidade (QA),Júnior,Desempregado,3870,Feminino,Sul,Desempregado,No momento estou desempregado(a),Não,BRL,Sim,Fui atingido por lay-offs e ainda não retornei
12/26/23 18:16,Líder de Testes,Sênior,PJ,11500,Feminino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:19,Analista de Qualidade (QA),Pleno,CLT,4580,Feminino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:19,Engenheiro de Qualidade (QA Engineer),Especialista,CLT,9500,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Sim,Voltei do layoff com salário menor
12/26/23 18:20,Líder de Testes,Especialista,CLT,10250,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:21,Analista de Testes,Júnior,CLT,4500,Masculino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:21,Analista de Qualidade (QA),Pleno,CLT,5500,Feminino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos presencial,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:22,Analista de Qualidade (QA),Sênior,CLT,9000,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com salário menor
12/26/23 18:22,Líder de Testes,Sênior,CLT,7000,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:22,Analista de Qualidade (QA),Júnior,CLT,4000,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:22,Analista de Qualidade (QA),Júnior,CLT,3949,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:23,Automatizador de Testes,Pleno,CLT,5500,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário maior
12/26/23 18:24,Engenheiro de Qualidade (QA Engineer),Júnior,PJ,3580,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:28,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,10300,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:32,Analista de Qualidade (QA),Pleno,CLT,4700,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:34,Gerente de Qualidade (QA Manager),Especialista,CLT,18500,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:35,Analista de Qualidade (QA),Júnior,CLT,3800,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:36,Analista de Testes,Pleno,CLT,3758,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:37,Analista de Testes,Pleno,CLT,6300,Feminino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com salário menor
12/26/23 18:39,Analista de Qualidade (QA),Pleno,CLT,4300,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:39,Analista de Testes,Júnior,CLT,3250,Masculino,Sudeste,Híbrido (presencial e remoto),Eu não fui contratado(a) para trabalho remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:41,Engenheiro de Qualidade (QA Engineer),Especialista,CLT,15800,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com o mesmo salário
12/26/23 18:41,Líder de Testes,Especialista,CLT,22400,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:42,Executor de Testes,Trainee,CLT,4700,Masculino,Sul,Desempregado,No momento estou desempregado(a),Não,BRL,Sim,Fui atingido por lay-offs e ainda não retornei
12/26/23 18:44,Analista de Testes,Pleno,CLT,8000,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:45,Analista de Testes,Júnior,CLT,2600,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:45,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,14400,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:45,Automatizador de Testes,Júnior,PJ,4200,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:46,Analista de Qualidade (QA),Júnior,CLT,3600,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:47,Líder de Testes,Júnior,CLT,8700,Masculino,Sudeste,Desempregado,No momento estou desempregado(a),"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:50,Analista de Testes,Pleno,CLT,7900,Feminino,Sul,Híbrido (presencial e remoto),Eu não fui contratado(a) para trabalho remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:50,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,1800,Feminino,Nordeste,Remoto para empresa em outro país,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",EUR,Não,Não fui atingido por lay-offs
12/26/23 18:51,Analista de Qualidade (QA),Pleno,CLT,5400,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Sim,Voltei do layoff com salário maior
12/26/23 18:52,Automatizador de Testes,Sênior,CLT,8108,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:52,Analista de Testes,Júnior,CLT,5000,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:52,Líder de Testes,Sênior,CLT,13500,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:53,Engenheiro de Qualidade (QA Engineer),Júnior,PJ,1250,Feminino,Sul,Remoto para empresa em outro país,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:53,Líder de Testes,Sênior,CLT,10650,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:54,Analista de Qualidade (QA),Júnior,PJ,5500,Masculino,Sul,Presencial,Eu trabalhava remoto e a empresa forçou trabalharmos presencial,Não,BRL,Sim,Voltei do layoff com salário menor
12/26/23 18:54,Engenheiro de Qualidade (QA Engineer),Pleno,Flex,11000,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:56,Engenheiro de Qualidade (QA Engineer),Júnior,CLT,4262.84,Feminino,Nordeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos presencial,"Sim, mais de 8 horas por semama",BRL,Sim,Fui atingido por lay-offs e ainda não retornei
12/26/23 18:56,Analista de Testes,Pleno,CLT,3900,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:58,Gerente de Testes,Sênior,CLT,8700,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:58,Analista de Qualidade (QA),Júnior,CLT,3300,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 18:59,Analista de Testes,Pleno,CLT,3450,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 18:59,Analista de Qualidade (QA),Pleno,CLT,7000,Feminino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:00,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,10343,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:04,Executor de Testes,Júnior,CLT,3219,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:04,Analista de Qualidade (QA),Sênior,CLT,14600,Feminino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:04,Líder de Testes,Sênior,CLT,13000,Masculino,Norte,Presencial,Eu trabalhava remoto e a empresa forçou trabalharmos presencial,"Sim, entre 1 e 8 horas por semana",BRL,Sim,Fui atingido por lay-offs e ainda não retornei
12/26/23 19:05,Analista de Qualidade (QA),Sênior,PJ,11000,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:05,Executor de Testes,Pleno,CLT,4200,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:06,Analista de Qualidade (QA),Pleno,PJ,5000,Masculino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,"Sim, entre 1 e 8 horas por semana",BRL,Sim,Voltei do layoff com salário maior
12/26/23 19:07,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,9000,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:08,Engenheiro de Qualidade (QA Engineer),Sênior,Desempregado,15000,Masculino,Sudeste,Desempregado,No momento estou desempregado(a),"Sim, entre 1 e 8 horas por semana",BRL,Sim,Fui atingido por lay-offs e ainda não retornei
12/26/23 19:08,Analista de Testes,Júnior,CLT,2500,Feminino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:09,Analista de Qualidade (QA),Júnior,PJ,2200,Masculino,Nordeste,Presencial,Eu não fui contratado(a) para trabalho remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:09,Analista de Testes,Júnior,CLT,3000,Feminino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:09,Líder de Testes,Sênior,CLT,14200,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:12,Analista de Testes,Júnior,CLT,3801.42,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:13,Analista de Testes,Júnior,CLT,2500,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:13,Analista de Qualidade (QA),Júnior,CLT,4500,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:17,Automatizador de Testes,Sênior,PJ,13000,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:19,Analista de Qualidade (QA),Pleno,Desempregado,5585,Masculino,Centro-Oeste,Híbrido (presencial e remoto),No momento estou desempregado(a),"Sim, entre 1 e 8 horas por semana",BRL,Sim,Fui atingido por lay-offs e ainda não retornei
12/26/23 19:19,Automatizador de Testes,Sênior,Contrato,9000,Feminino,Norte,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Sim,Voltei do layoff com salário maior
12/26/23 19:22,Líder de Testes,Especialista,CLT,13250,Feminino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:23,Analista de Qualidade (QA),Pleno,CLT,5670,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com o mesmo salário
12/26/23 19:24,Analista de Testes,Sênior,CLT,6595,Masculino,Sul,Híbrido (presencial e remoto),Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:24,Analista de Testes,Júnior,CLT,3466,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:25,Analista de Qualidade (QA),Júnior,CLT,4000,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:27,Analista de Qualidade (QA),Pleno,CLT,8412,Masculino,Sudeste,Remoto para empresa no Brasil,Eu não fui contratado(a) para trabalho remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:28,Líder de Testes,Pleno,PJ,4000,Feminino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:31,Automatizador de Testes,Trainee,CLT,4030,Feminino,Norte,Presencial,Eu não fui contratado(a) para trabalho remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:34,Engenheiro de Qualidade (QA Engineer),Pleno,CLT,9000,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:34,Automatizador de Testes,Sênior,CLT,5000,Feminino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:37,Analista de Testes,Pleno,CLT,4560,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:37,Engenheiro de Qualidade (QA Engineer),Pleno,CLT,5900,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:37,Analista de Testes,Júnior,CLT,4500,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Fui atingido por lay-offs e ainda não retornei
12/26/23 19:38,Analista de Qualidade (QA),Júnior,PJ,4920,Feminino,Sul,Remoto para empresa em outro país,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:41,Engenheiro de Qualidade (QA Engineer),Pleno,CLT,8750,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:41,Analista de Testes,Júnior,CLT,3000,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 19:41,Analista de Testes,Júnior,CLT,3100,Feminino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:42,Diretor de Qualidade (Head of QA),Sênior,CLT,23000,Feminino,Centro-Oeste,Presencial,Eu não fui contratado(a) para trabalho remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:45,Analista de Testes,Júnior,CLT,2900,Masculino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,Não,BRL,Sim,Voltei do layoff com salário menor
12/26/23 19:47,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,11200,Masculino,Sul,Híbrido (presencial e remoto),Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:50,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,10200,Feminino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:51,Líder de Testes,Sênior,CLT,14500,Feminino,Sudeste,Presencial,Eu não fui contratado(a) para trabalho remoto,Não,BRL,Não,Voltei do layoff com o mesmo salário
12/26/23 19:57,Líder de Testes,Sênior,CLT,13000,Masculino,Sul,Híbrido (presencial e remoto),Eu não fui contratado(a) para trabalho remoto,Não,BRL,Não,Voltei do layoff com o mesmo salário
12/26/23 19:57,Analista de Qualidade (QA),Especialista,CLT,10000,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:57,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,9890,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 19:59,Analista de Testes,Júnior,PJ,6000,Masculino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 20:00,Líder de Testes,Especialista,CLT,11500,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Sim,Fui atingido por lay-offs e ainda não retornei
12/26/23 20:01,Analista de Testes,Sênior,CLT,3100,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 20:04,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,15000,Masculino,Sudeste,Remoto para empresa em outro país,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 20:05,Engenheiro de Qualidade (QA Engineer),Sênior,PJ,5000,Masculino,Sudeste,Desempregado,No momento estou desempregado(a),"Sim, mais de 8 horas por semama",USD,Sim,Fui atingido por lay-offs e ainda não retornei
12/26/23 20:06,Executor de Testes,Júnior,CLT,3301.2,Masculino,Norte,Presencial,Eu não fui contratado(a) para trabalho remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 20:08,Analista de Qualidade (QA),Júnior,CLT,4500,Feminino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 20:11,Analista de Testes,Sênior,CLT,5892.04,Feminino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 20:11,Analista de Qualidade (QA),Júnior,CLT,3000,Feminino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 20:12,Engenheiro de Qualidade (QA Engineer),Sênior,CLT,9620,Masculino,Nordeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 20:12,Analista de Testes,Pleno,CLT,4700,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 20:14,Analista de Qualidade (QA),Júnior,CLT,3500,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 20:16,Analista de Testes,Pleno,CLT,4500,Feminino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Sim,Voltei do layoff com salário menor
12/26/23 20:17,Engenheiro de Qualidade (QA Engineer),Pleno,CLT,9600,Feminino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 20:20,Analista de Qualidade (QA),Júnior,CLT,7500,Masculino,Sul,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,"Sim, mais de 8 horas por semama",BRL,Não,Não fui atingido por lay-offs
12/26/23 20:21,Engenheiro de Qualidade (QA Engineer),Especialista,CLT,3000,Masculino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e continuo trabalhando remoto,"Sim, mais de 8 horas por semama",BRL,Sim,Voltei do layoff com salário menor
12/26/23 20:24,Analista de Testes,Pleno,CLT,4500,Feminino,Sudeste,Híbrido (presencial e remoto),Eu trabalhava remoto e a empresa forçou trabalharmos híbrido,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 20:24,Analista de Testes,Pleno,PJ,6000,Masculino,Centro-Oeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
12/26/23 20:25,Analista de Qualidade (QA),Pleno,CLT,7500,Masculino,Sudeste,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,Não,BRL,Não,Não fui atingido por lay-offs
12/26/23 20:28,Analista de Qualidade (QA),Pleno,CLT,5000,Masculino,Sul,Remoto para empresa no Brasil,Eu trabalhava remoto e continuo trabalhando remoto,"Sim, entre 1 e 8 horas por semana",BRL,Não,Não fui atingido por lay-offs
